N,P,K,Temp,Humidity,pH,Rainfall,Soil_temp,Soil_moisture,Crop
317.2,53.5,377.7,26,80.2,5.96,2324.6,23.9,43.6,Banana
190.5,46.9,340.5,28.3,76.8,6.06,2158.1,28,57.3,Banana
359.3,66.1,454.5,27.8,67.5,5.94,2329.3,33.1,38.3,Banana
344,38,332.3,28,68.8,6.25,2220.7,22.2,54.2,Banana
222.8,69.1,344.6,25.5,68.4,6.18,1500,20.3,59.4,Banana
70.2,54.2,143.3,30,76.6,7.34,840.7,27.1,33.7,Mango
16.7,40.4,55.1,29.1,86.8,6.25,914.2,32.2,35.8,Mango
81.4,42.4,156,24,81.1,6.05,988.6,32.4,41.9,Mango
24.9,38.5,92.6,29.4,71.4,5.5,1100,28.7,53.3,Mango
37.2,49.6,69.5,30,84,6.51,868.2,29.6,33.1,Mango
46,21.9,118.5,28.5,75.4,6.51,1046,26.7,50,Mango
76.7,39.2,68.6,28.9,81.5,5.5,1066.5,29.5,56.4,Mango
51.4,38.7,148.9,27.1,85.9,6.55,861.1,29,36.8,Mango
65.7,16.6,152.4,29.3,80.7,6.98,905.2,30,54.5,Mango
78.1,46.9,145.9,29.7,82.3,7.21,1026.8,30.3,51.3,Mango
65.6,28.9,121.3,28.5,74.8,6.84,899.2,32.6,34.6,Mango
49.3,39.4,93.8,24.5,82.8,6.7,1019.3,28.4,38.8,Mango
31.7,34.6,147.3,30,75.7,6.06,1018,24.8,39.9,Mango
43.6,30.8,155.6,27.3,86.4,6.29,893.1,32.7,56.2,Mango
20.3,39.7,124.5,24,78.2,5.55,913.6,31.1,49.3,Mango
24.5,36.8,174,25.8,79.2,6.84,929,29.6,54.4,Mango
52.3,41.5,113.2,24,75.3,6.89,846.9,35,67.4,Mango
39.3,47.1,135.4,24,74.2,6.14,1019.8,26.6,57.8,Mango
40.2,72.3,144,25.2,88.6,6.54,999.7,22.9,54.9,Mango
36,37,136,26.4,75.5,7.5,973.3,34,54.2,Mango
46.7,49.7,111.2,27.5,90,6.58,853.2,23.7,32.5,Mango
47.3,35.7,183.5,30,79.6,6.72,989.7,32.6,44.3,Mango
80.4,52.7,128.2,29.8,85.6,6.27,922.6,28,35.6,Mango
39.3,56.9,127.1,30,73.4,6.47,847.8,30.2,43.8,Mango
73.2,44.6,151.8,30,77.5,7.5,1096.5,32.8,47.9,Mango
33.1,32.9,141.8,24.9,81.9,6.29,848.6,30.8,34.4,Mango
35.3,43.4,138.6,26.8,81.5,6.61,1033.8,21.5,44.4,Mango
38.1,43.7,171.2,26.1,73.6,6.17,1017.1,27.2,56.7,Mango
74.2,32.9,126.6,24,79.4,6.27,1035.3,27.4,50.1,Mango
98.8,40.7,98.9,28,84,6.99,897.3,27.6,43,Mango
34.5,21,104,24.2,78.8,6.37,845.1,28.1,35.1,Mango
41.7,42.6,178.9,24,75.8,6.19,883.8,28.3,58.4,Mango
77.8,30.4,186.7,28.1,88.1,7.1,884,21.2,53.8,Mango
32.4,34.8,153,24.5,81.3,6.48,838.6,32,48.5,Mango
36,33.7,139.5,25.9,76.9,5.85,926.2,25.4,55.6,Mango
80.9,53.4,119.7,24.6,83.7,6.58,972.1,27.2,71.5,Mango
43.4,39.4,96.4,25.7,85.2,6.71,920.4,24.2,76.2,Mango
79.1,13.6,140.9,24,76.5,6.59,982.6,35,62.2,Mango
42.6,47.3,89.7,25.7,82.4,6.68,800,27.2,50.6,Mango
39,43.6,134.9,24,80.7,5.74,950.1,30.2,42.3,Mango
33.1,28.5,151.9,24,78.9,7.15,800,29.3,64.2,Mango
34.9,46.8,144.9,26.4,80.2,5.86,930.5,30.7,56.5,Mango
53.2,40.5,161.6,28.2,86.7,5.99,943.6,24.9,63.5,Mango
21,30.5,143.3,29.3,81.4,6.53,800,32.7,47.1,Mango
58.4,32.8,156.6,28.8,80.8,6.97,862.3,28.6,55.6,Mango
29.5,42.6,168.8,24,78.2,6.75,888.1,20,38.1,Mango
27,38.1,156.5,30,79.6,6.28,800,24.8,42.4,Mango
35.8,27.5,147.1,24.5,83.3,7.24,1060.7,30.2,50.5,Mango
63.6,22.9,114.9,24.6,80.5,6.44,1046.7,30.9,55.9,Mango
60.6,38.4,143.3,29.4,77.3,6.3,1067.5,24.5,52.6,Mango
38.8,23.9,128.5,24,80.3,7.21,800,20.2,58.2,Mango
54.5,47.3,169.2,24,77,7.5,840,29.1,48.7,Mango
53.3,50.9,161.5,25.5,82.2,6.64,992.1,29.1,62.7,Mango
32.9,47.4,147.7,29.1,72.5,6.32,956.5,29.3,59.4,Mango
90.3,56.6,126.6,27.1,76.6,5.71,861.5,28.7,58.6,Mango
43.4,43.9,166.6,26.1,80.6,5.76,870.2,24.8,66,Mango
62.3,58,117.4,29.6,76.3,6.37,800,33.1,53.5,Mango
43.3,16.8,195,26.9,80.4,6.21,842.7,33.4,49.9,Mango
24.5,48.1,75.6,28.7,83.5,6.93,846.2,26,56.8,Mango
59.5,33.4,185.3,26.4,90,7.5,1100,26.5,55.3,Mango
57.9,35.9,157.4,30,79.1,5.75,953.5,25.9,55.5,Mango
64.6,37,160.4,29.3,75.4,7.19,869.6,25.6,51.6,Mango
15.6,27.7,162.1,28.6,70,7.23,894.1,29.7,53,Mango
36.6,33.3,96.4,30,71.2,5.99,970.4,31,60.9,Mango
46.7,40.3,76.7,30,84.1,6.31,1031.6,25,47.3,Mango
27.3,23.4,187.5,29.1,74.3,6.12,999,30.8,55,Mango
58.8,55.1,67.5,30,83.4,6.69,932.5,28.1,43,Mango
55.2,41.2,148.3,29.5,81.5,6.51,908.7,25.8,37.7,Mango
49.8,55.2,135.1,30,77.7,5.99,1063.7,33.4,41.8,Mango
41.9,36.6,141.6,30,83,6.24,1100,26.2,50.8,Mango
56.6,54.5,140.1,24.4,71.9,6.57,867.6,24.8,56.3,Mango
36.1,49.1,148.7,24,84.9,6.82,895.7,24.9,51.7,Mango
32.9,33.5,72.9,25.3,73.6,6.71,1025.1,30.5,49.8,Mango
37.1,39.8,117.5,24.4,80.5,6.03,922.1,22.4,57.9,Mango
74.9,64.5,151.1,24.1,88.6,5.8,962.7,35,44.7,Mango
35.6,52.6,145.4,26.8,79.9,6.82,804.1,24.5,43.3,Mango
57.9,38.4,88.6,24,81,6.05,1023.2,20,54.7,Mango
88.9,50.8,115.4,25.5,76.6,5.98,805.9,33.8,30,Mango
59.4,39.3,160.8,24,88.4,5.5,1100,26.5,34.9,Mango
47.6,40.6,75.6,30,81.1,6.49,1027.8,30.6,47.8,Mango
61.4,44,125.1,27.9,77.9,6.08,864.4,20,63,Mango
75.6,49.9,160.9,28.7,86.4,6.72,800,25.9,32.3,Mango
48.1,35.6,149.2,30,81.7,6.93,1008.9,29,51.5,Mango
82,47,95.1,30,84.4,6.42,960.8,27.2,50.9,Mango
47.4,38.3,106.4,24,75.5,6.33,1060.2,29.4,52.3,Mango
57.4,40.3,120.4,24.9,72.1,6.47,800,30.1,30,Mango
50.5,38.3,98.9,26.3,72.2,6.81,941.3,26.5,49.5,Mango
57.7,50.8,134.2,24.8,79,7.03,896.2,31.4,43.8,Mango
61.3,30.8,143.6,30,80.9,5.67,1100,22.7,47.8,Mango
51.4,40.2,100.3,27.2,78.6,5.77,825.3,30.8,60.7,Mango
99.4,32.4,151.7,26.8,77.7,6.55,800,31.4,68.2,Mango
16.6,28.4,163.3,25.5,81.1,7.12,1100,27.9,41.5,Mango
50.2,40,141.1,24.3,87.5,6.15,917.5,26.7,40.7,Mango
65.8,54.7,75.9,24,74.2,5.88,856.5,27.7,57.3,Mango
51.7,31.9,67.6,28.9,78.5,6.46,1081.7,23.5,42.6,Mango
38.3,47.2,135,28,79,6.37,1100,24.5,40.1,Mango
54.5,40.2,142.2,26.8,71.7,7.5,1100,35,44.8,Mango
75.5,31.8,170.4,30,82.9,6.34,1100,29.2,51.5,Mango
61.6,38.4,173.5,27,84,5.82,881.2,24.5,55.5,Mango
36.8,41.6,160.2,24.6,86.4,6.16,800,30.8,41.8,Mango
50.1,16.6,113,29.3,76.6,6.66,969.3,32.7,38.2,Mango
56,58,114.2,26.6,84.5,6.33,1085.9,28.2,54.7,Mango
38.3,44,137.3,24.3,82.7,6.08,956.2,25.8,48.1,Mango
40.9,38.1,126.9,30,86.5,6.85,808.4,32,38.7,Mango
60.8,18,98.1,30,74.7,7.5,1100,27.4,30,Mango
48.8,46.3,132.8,25.4,83.3,6.55,822.9,23.7,44,Mango
43.5,33.6,217.6,25.9,73.5,6.91,869.4,24.7,55.7,Mango
74.6,26.5,140.5,24,75.9,7.46,945.9,31.2,63.4,Mango
44.8,40.4,183.2,24.7,82.5,7.16,947,28.3,51.9,Mango
60.4,34.4,187.1,24,83.6,6.81,800,25.9,60.4,Mango
37.5,42.2,113.1,28.8,74.4,6.55,1022.4,28.4,60.6,Mango
56.5,41,117.3,25.4,82.8,6.31,999,31.4,52.9,Mango
37.2,28.1,75.9,27.3,74.3,6.51,919.4,30,44.4,Mango
68.8,56,182.4,24,79.6,6.56,871.1,23.1,46.2,Mango
54.7,37.9,159,30,80.1,6.11,853.3,29.2,30,Mango
72.6,40.3,167.8,27,80.2,5.5,1019.3,29.1,44.6,Mango
59.4,44.3,86.9,30,82.9,6.7,939.6,35,46.3,Mango
22.7,19.2,120.8,25.6,78.2,6.11,870.8,28.5,51.4,Mango
84.6,45.5,112.5,30,80.6,6.34,987.3,31.6,53.2,Mango
37.6,51,108.2,27.3,71.5,6.34,1079.3,30.5,56.5,Mango
74.7,42.1,155.2,27.2,76.1,7.5,970.5,31,56.9,Mango
28.3,40.5,152.8,24.8,71.8,6.9,977.3,20.3,67.6,Mango
69.8,39.1,120.6,28,76.3,6.76,800,31.9,51.8,Mango
10,43.9,95.3,28.3,72.7,7.22,951.4,20.7,56.8,Mango
65,21.3,300,24,78.8,6.77,913,30.4,48.2,Mango
31.1,32.3,106.8,29.8,85.2,7.42,837.9,22.2,33.9,Mango
48.2,47.7,117.4,27.2,80.8,6.81,1053.4,25.3,56.6,Mango
27.3,17.9,180.2,28.2,78.6,5.88,1058.3,28.1,40.4,Mango
60.6,37.4,162.8,29,90,5.5,1100,30.1,57.5,Mango
79.3,54.7,149,29.6,87.8,6.85,1045.3,23.9,62.1,Mango
21.9,23.9,160.8,29.1,82.4,6.5,974.9,21.6,57.1,Mango
33.1,54.9,167,25.7,75.1,6.47,943.8,28.6,41.9,Mango
61.8,49.6,96.6,24.5,84.2,7.32,1038,26.4,46.2,Mango
56.9,50.6,160.5,26.6,75.6,6.08,984.1,24.4,49.3,Mango
52.2,46.3,187.2,27.8,83.7,6.23,912.5,22.6,30,Mango
51.6,53.3,160.1,24,85.1,5.78,875.2,29.1,39,Mango
83.8,42.8,66.6,30,80.4,5.8,800,25.2,54.4,Mango
27.8,37.5,172,29,78.8,6.22,957.7,27.3,59.3,Mango
61,41.4,156.1,25.4,72.2,6.23,916.8,27.1,36,Mango
38.7,35.2,150.8,30,81.3,6.78,800,31.3,55.4,Mango
100,39,150.1,29.6,86.9,6.6,910.4,29.2,30,Mango
46.2,36.4,153.7,24.5,87.8,6.19,837.4,23.7,61.9,Mango
61.2,43.3,137.5,24,81.5,7.11,978,20.8,51.2,Mango
51.3,38.8,130.7,26.6,82.3,6.73,881,27,39.4,Mango
57.9,38.6,158.2,25.4,84.2,6.39,1085.1,32.4,30,Mango
70.9,32.6,106,25.1,70,6.08,848.6,23.7,50.8,Mango
58.5,38.4,154.7,26.8,80.7,6.32,825.9,26.2,41.1,Mango
57.1,27,144.5,24,73.5,6.8,1093.5,29.6,41.7,Mango
50.7,39.4,164.6,26.7,75.1,7.06,911.6,30.8,37.8,Mango
38.4,44.5,183.3,29.7,80.6,6.25,974,23.1,56,Mango
20.1,39.1,170.9,27.6,84.6,6.43,917.7,27.7,51.7,Mango
79.7,41.9,65.2,24.5,77.4,7.5,970.1,26.7,63.2,Mango
51.5,33.9,128.5,24,90,6.44,1100,32.6,48,Mango
28,32.6,167,28.8,73.5,6.28,853.2,30.6,39.7,Mango
37.2,30.9,91,24,79.7,7.23,1100,35,60.7,Mango
29.6,30.5,180.5,24.9,78.4,5.5,908.9,27.7,50.6,Mango
38.2,47.1,133.7,25.1,76.1,6.37,952.5,28.5,70.3,Mango
65,46.4,135.5,26,78.5,6.21,1009.5,30,41,Mango
44.4,29.5,184.1,24.2,83,6.32,1003.5,25.2,57.9,Mango
53.3,45.3,113.3,27.3,90,6.04,1039.9,29.6,50,Mango
66.1,25.5,154.6,27.2,76.9,6.19,926.2,29.5,48.5,Mango
22.2,29.3,110.6,27.5,73.6,7.42,858.6,34.4,55.9,Mango
79.1,43.7,161.2,25.7,82.9,7.01,961.7,29.5,51.1,Mango
37.8,53.1,140.5,30,79.6,5.59,910.8,30.1,62.7,Mango
62.6,44.9,160.1,24,83.5,7.11,838.3,34.7,39.6,Mango
55.2,27.9,132.8,29.7,75.4,6.15,865.7,33.8,54.2,Mango
61.8,44.7,148.5,27,77.4,7.09,1035.1,20,40.2,Mango
22.3,30.5,150.2,29.3,90,6.88,1051.1,31.9,56.4,Mango
49.7,44.2,150.4,24.7,80.7,7.5,1059.8,30.7,68.2,Mango
86.8,47.3,123.4,26.8,71.8,7.04,994.4,29.8,57,Mango
23.8,38.4,123.7,30,81.9,6.71,1059.7,35,36.6,Mango
81.3,38.2,145.2,30,85.1,6.98,944.8,28.6,47.3,Mango
63.9,49.7,109.4,25.9,81.6,6.34,829.3,35,68,Mango
38.9,53.2,119.2,26,76.6,6.79,900,20.7,52.1,Mango
67.8,19.9,129.9,28.8,78.9,6.77,911.1,34.3,37.6,Mango
67.5,35.4,119,24,81.1,6.93,1048.4,34.4,30,Mango
67.9,58,129.4,28.5,83.7,6.61,961.3,29.4,52.8,Mango
22.3,52.4,183.4,24,70.7,5.59,874.1,25.6,49.5,Mango
57,55.4,120.5,30,79.2,6.1,967.9,20,34.4,Mango
10,40.4,120.2,28.6,78.8,6.88,843.5,25.9,54.6,Mango
25.5,75.2,147.5,27.4,70.8,6.07,808.1,27.8,71.8,Mango
25.7,34.7,143.8,26.4,81.2,6.17,876.4,25.2,64.1,Mango
65.4,36.5,207.5,25.1,80.8,6.53,1031.5,31.2,42.3,Mango
59.8,42.1,144.4,27.3,71.7,6.74,851.5,24,48.2,Mango
56.1,54.3,149.8,24.1,83.8,6.19,1066.3,27.9,39.1,Mango
27.8,39.6,159.8,26.5,77.2,5.99,894.3,28.5,61.4,Mango
46.4,45.9,94.3,24,81.8,6.65,800,33.5,54.5,Mango
70.8,26.8,146.6,24,86.3,7.08,1045.9,24.3,47.3,Mango
59.5,50.6,146.3,28.4,83.2,7.03,990,22.4,65.8,Mango
79.3,36.7,158.1,29.7,72.9,5.81,1074.5,22.5,55,Mango
48.8,44.5,117,26.2,79.7,6.4,914.5,26.3,49.6,Mango
15.3,44.2,167,24,90,6.12,1019.7,32.8,58.9,Mango
43,32.2,85.6,25.1,80,6.45,888.8,32.1,53.8,Mango
46.7,20.6,124.5,24.7,80.7,6.74,830.9,27.2,68.4,Mango
71.2,43,120.3,24.7,90,6.81,883.6,35,48.4,Mango
47.9,28.6,152.3,24,77.3,7.1,985.7,31.7,53.6,Mango
49.9,27.9,149.5,29.3,83.9,6.74,1007.4,27.5,68.7,Mango
21.2,23.5,202.3,24,76.2,6.43,880.6,27,43.6,Mango
100,37.1,109,24,84,6.8,880,29.5,65.3,Mango
63,40.1,203.2,24.3,85,6.37,1100,27.6,49.1,Mango
47.5,36,205.4,25.4,87.8,6.32,1012.9,28.1,64.3,Mango
48.8,25.2,136,25.9,77.9,7.5,868,26.1,46.5,Mango
54.5,56.2,135.4,26.9,76.6,6.47,875.6,35,50.4,Mango
28.9,37.1,132.9,24.2,79.2,6.38,849.4,27.9,36.8,Mango
72.5,43.1,118.1,25.2,81.1,6.61,959.4,32.1,59,Mango
67.7,39.4,113.5,29.8,77.8,6.53,951.9,26.8,48.9,Mango
68.4,45.9,118.9,27.7,70,5.5,1067.8,30.1,46.9,Mango
72.9,27.9,135.1,24.2,82.6,6.54,1054.9,26,48.7,Mango
49.7,56.1,139.8,24,78.3,5.57,1000.2,24.2,42.4,Mango
100,49,147.6,26.4,79.1,6.06,1090.6,26.7,45.4,Mango
25.4,53.7,116.8,30,77.7,6.4,800,31.4,59.2,Mango
52.2,40.3,157.4,25.3,90,6.33,1015.2,27.1,47.6,Mango
70.2,22.8,173.5,27.3,87.2,6.74,800,20,63.3,Mango
35.7,34.5,172.6,29,78.5,7.13,1074.7,26.2,52.9,Mango
66.6,54.9,110.3,27,77.3,6.14,1002,25.7,41.8,Mango
27.7,40.8,135.8,28.8,73.7,6.94,1081.4,26.5,42.3,Mango
55.1,41.1,144.2,26.4,83.5,6.77,1030.8,31.3,52.5,Mango
51.5,49.4,150.7,30,86.8,6.25,1004.3,20,52.5,Mango
34.8,59.2,105.3,29.7,78.3,6.85,1006.1,20,73.6,Mango
87.4,45.4,121.4,30,75.5,7.5,980,27.6,30.8,Mango
32.4,36.2,160.3,27.4,81.3,6.21,913.8,22.3,52.9,Mango
10,58.3,171.9,29.6,83.2,7,887.6,24.4,51.6,Mango
48.5,44.9,135.4,29.6,81.5,6.57,962.2,30.3,51.6,Mango
30.4,42.1,161,30,84.9,7.2,838.9,22.9,52.6,Mango
28.2,24.8,112.8,25,86,5.98,997.4,29.3,55,Mango
72.2,45,148.6,25.3,72.8,7.5,819,27.2,53.3,Mango
64,43.5,157.8,28.3,79.5,6.08,1100,29.6,57.7,Mango
32.2,50.3,162.9,27.8,77.5,6.93,1002.1,24.2,45,Mango
64.8,39.2,168.3,24,87.4,7.09,1003.6,27.2,56.7,Mango
18.4,27.1,95.4,28.8,82.2,5.82,852.7,25.4,40.7,Mango
22.6,52.2,130.9,24,84.7,6.15,977.7,23.4,59.9,Mango
52.8,54.8,171.9,26.4,80,5.64,1002.6,25.8,52.2,Mango
11.5,51.1,139.3,30,86.9,6.35,831.4,24.6,47.3,Mango
40.4,41.5,177.6,24.2,79.4,6.96,800,29.9,42.1,Mango
10,38.5,140.3,24.8,74.3,6.48,912.6,20.8,50.1,Mango
13.8,38.6,157.5,24.3,84.7,6.87,1094.9,26.9,69.4,Mango
49,36.6,185,24,71.9,5.86,997.5,26,55.6,Mango
63,45.8,118,30,73.6,6.63,800,21.3,45.8,Mango
54.4,43.9,168.6,29,78.1,6.4,1100,27.1,51.6,Mango
49.7,26.7,147.5,30,79.4,6.05,866.3,26,66.1,Mango
44.9,47.7,217.3,29.6,86.1,5.75,1036.5,29.9,53.5,Mango
46,62.8,144.2,26.3,83.1,5.71,815.3,22.1,50.9,Mango
24.1,60.8,124.3,24,82.4,5.5,1027.2,26.7,58.4,Mango
42.3,33.5,122.8,26.8,82.8,7.07,827.4,21.1,58.8,Mango
93.3,29.5,152.4,27.6,90,6.79,979.6,26.6,47.2,Mango
60,37.8,154,24,78.6,5.89,923.5,30.2,33.1,Mango
71.6,26,150.3,25.2,70.4,6.88,1059.1,33.5,64.3,Mango
71.8,50.8,129.8,26.1,86,6.63,1036.7,23.9,58.1,Mango
52.3,39.7,118.4,25.4,82,6.77,800,32.2,60.9,Mango
61.6,45.3,222.4,26.8,77.7,6.27,1027.4,27.9,61.5,Mango
37.5,35.1,153.6,27.2,73,6.44,998.1,29.9,42.5,Mango
69.9,55.4,145.8,29.2,81,5.88,1100,25,31.5,Mango
58.7,51.1,116.1,24,90,6.5,994.7,22.7,55,Mango
25.8,41.5,118.5,27.6,73.7,6.69,846.2,22.3,67.2,Mango
38.7,53,120.6,27.7,83.6,6.46,871.5,28.3,52.4,Mango
30.8,33.8,109,29.4,75.1,6.53,912.1,29.4,47.7,Mango
15.3,37.7,161.2,30,78.1,6.87,1100,26.8,45.2,Mango
65.4,30.3,100,24,76.9,6.95,831.6,26.9,52.4,Mango
43.5,35.1,127.6,26.3,74.5,5.66,856.7,31.7,36.2,Mango
50.2,32.5,136.5,25.3,81.7,5.84,917.9,25.5,51.8,Mango
40.8,35.7,50,26.3,81.4,7.23,800,23.1,51.3,Mango
76.4,33.2,119,29.1,83.8,6.52,800,23.5,40.1,Mango
21.5,46.1,192.7,26.2,73.3,6.27,1017.9,31.1,56.2,Mango
57.6,47.6,133.1,28.5,78.7,6.14,1100,23.9,49.6,Mango
38.5,45.3,93.9,25.4,79.8,6.18,836.9,30.8,50.1,Mango
50.6,33.5,135.1,29.8,83.1,7.42,883.7,22.2,39.2,Mango
41.7,47.2,122.4,24,90,6.81,882.3,29.3,60.9,Mango
44.3,52.4,136.3,30,81,6.41,1100,27.8,53,Mango
66.6,53.8,127.5,29.8,88,6.59,909.2,28.1,51.3,Mango
43.5,53.2,116.2,28.3,70,6.49,830.4,24,52.8,Mango
47.5,47.1,207.4,27.1,76.9,6.75,981.1,28.2,48.6,Mango
30.2,48.8,174,26.7,86.6,5.67,829,29.1,34.3,Mango
54.2,35.4,113.5,26.7,83.1,6.68,988,24.5,41.4,Mango
83.8,12.1,120.5,30,83.4,6.74,946.6,20.7,47.3,Mango
12.7,40.1,154.4,24,76.5,6.56,923.4,28.3,40.5,Mango
64.6,31.3,158.2,30,81.1,6.49,838.8,28.3,71.9,Mango
30.3,35.5,109.8,28.7,85.4,6.77,1058.9,23,62.7,Mango
63.3,39.4,117.8,28,75,7.41,1100,25.8,63.6,Mango
56.9,34.8,140.3,25.9,83.4,6.34,800,25,30,Mango
77.3,34.3,109.3,28.4,79,6.48,863,29.9,60.9,Mango
60.4,35.5,108.8,29.4,80.4,6.77,1100,30.7,43.2,Mango
41.2,39,154.9,27.5,72.7,6.05,1094.8,23.7,30,Mango
43.3,38.4,170.7,26.1,80.2,6.33,863,27.9,45.5,Mango
48.7,32.3,182.9,24,79.7,6.66,929.2,28.5,58.5,Mango
31.5,19.5,163.9,24.9,85.8,7.5,909.5,35,30.6,Mango
41.4,48.2,163.2,24,82.5,6.26,955.4,24.3,40,Mango
35.2,37.3,152,24.3,74.7,6.12,1040.9,28.9,57.4,Mango
45.2,45.7,113.2,25.6,79.6,6.6,964.4,26.3,52.2,Mango
10,40.3,158.1,27.5,73.3,7.02,1100,26.3,51.9,Mango
45.8,14.3,151.9,24.9,72.4,6.28,897.4,33.9,54.2,Mango
72.6,80,137.3,30,86.8,6.87,1032.2,27.2,53.3,Mango
49.2,45.6,129,24,85.2,6.09,1056.2,28.8,67.6,Mango
22.3,45,154.8,26.5,78,6.42,870.4,32.4,56.5,Mango
39.6,34.1,144.3,30,89,7.09,857.8,24.7,80,Mango
39.1,39.3,114.7,30,77.3,7.5,1076.6,23.6,45.4,Mango
10,16.6,153.7,29.1,76.4,6.77,1078.5,29.4,34.7,Mango
78.8,36.1,97,24.4,73.3,6.95,1023.8,28.9,60.2,Mango
21.6,45.7,170.6,27.5,79.5,6.23,878.3,29.5,43,Mango
66.9,39.3,157.1,27.7,82.2,6.48,958.5,30,57.2,Mango
31.1,51.8,196.9,24,86.5,7.4,1100,21.2,59,Mango
18.1,46.5,192.2,29.5,79.8,6.53,1075.5,32.6,42.9,Mango
10,38.5,159.7,26.7,80.7,6.9,1073.2,26.2,67.5,Mango
94.7,36.6,93.7,30,74.1,5.63,1029.3,20,47.5,Mango
31.1,41.5,146,30,79.6,6.52,874.9,30.1,43.9,Mango
46.1,53.6,140.1,27.6,78.2,6.73,912.7,26.4,36.2,Mango
28,52.8,128.4,28.6,84.5,5.89,936,27.6,37.8,Mango
66,30.6,83.1,27.2,76.5,6.62,857.6,26.3,50.2,Mango
42.4,49,143.9,26.2,72.5,6.41,1050.2,23.5,42.1,Mango
43.9,67.1,136.8,24,79.8,6.47,954.5,30.9,41.8,Mango
32.6,44.8,109.2,28.3,87.8,6.06,881,22.6,73.5,Mango
55.6,54.2,118.1,30,80.3,6.03,922.7,32.4,50.1,Mango
56.3,57.9,183.4,30,75.8,6.99,806.9,25.7,55.5,Mango
56.7,39.8,152.9,26.3,79.1,6.93,1023.4,28.6,30,Mango
55.7,59.9,121.5,28.3,79.8,5.83,800,32.2,54.7,Mango
50.6,50.6,106.4,25.6,80.6,6.87,1100,27.2,41.6,Mango
25.4,31.4,119.7,27.1,83,5.5,1040.3,20.4,37.1,Mango
40.6,16.4,102.6,24.6,80.8,5.72,830.1,29.6,51.1,Mango
50.8,29.1,134.2,30,73.4,6.38,1043.5,21.6,40.2,Mango
45.8,11.6,104.7,24.1,77.7,6.84,1037.6,32.5,35.8,Mango
43.8,22.9,147.3,26.4,76.4,6.53,932.3,22.9,44.7,Mango
31.8,25.9,147.8,24,81.9,6.36,1092.5,23.8,59,Mango
65.8,42.5,144.2,29.9,75.4,6.69,956.6,27.3,30.9,Mango
46.9,49.9,121.9,24,76.2,5.65,1100,26.3,30,Mango
33.2,45.3,113.5,30,79.6,7.2,860.1,27.1,59.2,Mango
46.8,32.2,160.8,24.2,85.2,6.91,951.9,31.1,30.2,Mango
34.8,45.4,125.6,24.7,90,6.84,932.5,30.3,57.3,Mango
58.5,32.2,230.5,24.6,78.2,7.5,987.8,27,37.4,Mango
44.6,30.7,225.4,25.9,77.2,6.63,889.8,27.9,46.1,Mango
75.4,60.1,128.8,24,81.2,6.58,890.1,30.2,51.3,Mango
35.2,40.3,283.8,24,85.7,6.77,1036.7,35,32.9,Mango
23.2,38.7,194.5,30,82.1,6.51,825.5,30.1,48.3,Mango
59.6,41.5,170.8,28.4,73.6,7.44,1060.4,31.1,47.5,Mango
51.1,41.3,161.1,26.3,83.5,6.54,962.3,29.6,66,Mango
49.5,44.3,181.2,24,73.8,6.29,885.2,30.9,49.5,Mango
74.7,23.3,160.6,24.1,76.1,6.67,996,22.8,52.4,Mango
75.1,26.3,136.5,30,87.9,6.98,813.4,24.4,43.6,Mango
67.4,40.4,134.2,29.2,71.9,6.5,823.1,34.3,30,Mango
41.2,48.5,140.3,29.2,84.3,6.76,800,23.2,50.7,Mango
38.4,56.8,165.9,28.5,73.1,6.33,951.4,24.6,47.3,Mango
39.3,47.7,130.2,27.3,77.3,6.71,1100,31.7,49,Mango
42.4,31.1,98.5,26.3,76.6,6.71,890.3,35,64.2,Mango
50,32.6,118.7,28.6,85,5.86,926.4,26,39,Mango
73,80,145,27.4,77,6.61,966.9,27.3,45.4,Mango
49.1,65,123,26.7,78.6,6.24,1100,33.4,55.3,Mango
23.1,49.8,152.8,26.6,80.9,6.28,836.5,29.2,53.5,Mango
99.6,61.1,112.8,24,80.9,5.5,982.5,20,38,Mango
56,45.7,137.8,27.3,86.8,6.29,1043.1,22.2,57.6,Mango
69,47.4,151.7,24,90,5.5,973,27.8,52.2,Mango
39.8,43.9,102.3,24.8,84.1,6.62,1100,22.2,45,Mango
56.6,32.7,114.3,27.9,79.3,5.77,1012.1,28.2,40.7,Mango
50,48.3,176.4,24.9,82.7,6.79,973.2,34.7,77.8,Mango
39.1,54,164.4,24,84.8,6.47,1027.7,25.4,67.4,Mango
23.7,33.9,141.2,25.1,78.1,5.92,914.7,26.1,37.9,Mango
37,25.9,132.3,24.4,79.7,7.14,927.7,28.8,47.3,Mango
57.2,34.3,191.4,29,78.4,6,945.3,26.7,49.9,Mango
35.8,44.5,144.3,25.1,74.5,6.16,1100,24.6,46.7,Mango
75.9,40.1,148.5,30,73.4,7.3,909.2,31.8,50.7,Mango
57.8,44.3,161.3,29.3,83.4,6.02,997.6,32.4,54.4,Mango
54.9,42.5,169.6,30,82.3,6.35,1063.8,28.2,52.9,Mango
79.9,38.7,91.2,30,90,6.46,1082,22.4,41.3,Mango
30.3,39.2,95.9,24,81.7,6.6,915.8,23.7,72.2,Mango
65.3,38.1,123.5,29.8,79.1,6.53,1045.3,33.2,54.7,Mango
63.3,46.9,73.8,25.5,75.9,7.5,937.3,20,80,Mango
15.7,42.1,118.7,24,82.5,6.64,1005,32.3,65.3,Mango
